Amikacin-PMS-EC_BW-rep1	0.231454006	0.270029674	0.427299703	0.62611276	0.771513353	0.87537092	0.902077151	1	0.252225519	0.237388724	0.338278932	0.53115727	0.697329377	0.75074184	0.81305638	0.961424332	0.210682493	0.252225519	0.37388724	0.49851632	0.697329377	0.792284866	0.804154303	0.973293769	0.198813056	0.243323442	0.394658754	0.566765579	0.691394659	0.703264095	0.774480712	0.836795252	0.201780415	0.258160237	0.385756677	0.581602374	0.727002967	0.848664688	0.827893175	0.71810089	0.213649852	0.258160237	0.332344214	0.572700297	0.762611276	0.893175074	0.955489614	0.445103858	0.213649852	0.204747774	0.442136499	0.557863501	0.706231454	0.801186944	0.943620178	0.222551929	0.228486647	0.255192878	0.323442136	0.528189911	0.682492582	0.807121662	0.836795252	0.103857567
Amikacin-PMS-EC_iAi1-rep1	0.100938967	0.147887324	0.218309859	0.312206573	0.485915493	0.687793427	0.701877934	1	0.089201878	0.129107981	0.20657277	0.302816901	0.429577465	0.603286385	0.798122066	1	0.084507042	0.129107981	0.17370892	0.267605634	0.453051643	0.612676056	0.732394366	1	0.063380282	0.129107981	0.190140845	0.279342723	0.44600939	0.572769953	0.664319249	0.833333333	0.051643192	0.112676056	0.215962441	0.321596244	0.417840376	0.612676056	0.800469484	0.962441315	0.042253521	0.154929577	0.234741784	0.295774648	0.431924883	0.610328638	0.805164319	1	0.05399061	0.126760563	0.234741784	0.300469484	0.427230047	0.690140845	0.938967136	1	0.037558685	0.103286385	0.192488263	0.309859155	0.464788732	0.70657277	0.910798122	0.938967136
Amikacin-PMS-ST_LT2-rep1	0	0	0	0	0.184738956	0.734939759	0.863453815	1	0	0	0	0	0.16064257	0.59437751	0.751004016	0.923694779	0	0	0	0	0.232931727	0.570281124	0.779116466	0.779116466	0	0	0	0	0.148594378	0.506024096	0.614457831	0.289156627	0.016064257	0.020080321	0.02811245	0	0.257028112	0.473895582	0.530120482	0.180722892	0	0	0	0	0.128514056	0.40562249	0.425702811	0	0	0	0	0	0.080321285	0.341365462	0.357429719	0	0	0	0	0	0.072289157	0.277108434	0.273092369	0
Amikacin-PMS-ST14028-rep1	0	0.030612245	0.431972789	0.87755102	0.870748299	0.996598639	0.976190476	1	0	0.040816327	0.496598639	0.755102041	0.901360544	0.925170068	0.911564626	1	0	0.013605442	0.534013605	0.765306122	0.870748299	0.897959184	0.928571429	0.972789116	0	0.047619048	0.442176871	0.731292517	0.758503401	0.853741497	0.829931973	0.962585034	0	0.068027211	0.445578231	0.782312925	0.75170068	0.778911565	0.887755102	0.976190476	0	0.105442177	0.384353741	0.721088435	0.697278912	0.656462585	0.619047619	0.911564626	0.013605442	0.06462585	0.370748299	0.653061224	0.581632653	0.537414966	0.43537415	0.734693878	0	0.054421769	0.272108844	0.503401361	0.459183673	0.353741497	0.24829932	0.37755102
Amoxicillin-Cefotaxime-EC_BW-rep1	0.349056604	0.29009434	0.676886792	0.735849057	0.754716981	0.931603774	0.978773585	1	0.056603774	0.080188679	0.299528302	0.525943396	0.54009434	0.83254717	0.846698113	0.858490566	0.009433962	0	0.125	0.20990566	0.516509434	0.573113208	0.806603774	0.783018868	0	0	0.004716981	0.122641509	0.306603774	0.533018868	0.655660377	0.759433962	0	0	0	0	0.018867925	0.261792453	0.433962264	0.808962264	0	0	0	0	0	0.096698113	0.066037736	0.672169811	0	0	0	0	0	0.018867925	0	0.594339623	0	0	0	0	0	0.009433962	0	0.304245283
Amoxicillin-Cefotaxime-EC_iAi1-rep1	0.002053388	0	0.004106776	0.034907598	0.080082136	0.708418891	0.954825462	1	0	0	0	0	0	0.420944559	0.800821355	0.905544148	0	0	0	0	0	0.018480493	0.556468172	0.897330595	0	0	0	0	0	0	0.047227926	0.901437372	0	0	0	0	0	0	0	0.429158111	0	0	0	0	0	0	0	0.1724846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amoxicillin-Cefotaxime-PA01-rep1	0	0	0.070680628	0.036649215	0.09947644	0.429319372	0.955497382	1	0.219895288	0.227748691	0.361256545	0.479057592	0.615183246	0.787958115	0.947643979	0.829842932	0.366492147	0.340314136	0.476439791	0.620418848	0.717277487	0.827225131	0.95026178	0.819371728	0.384816754	0.434554974	0.59947644	0.659685864	0.832460733	0.905759162	0.871727749	0.842931937	0.408376963	0.481675393	0.670157068	0.657068063	0.735602094	0.819371728	0.963350785	0.816753927	0.539267016	0.52617801	0.691099476	0.738219895	0.803664921	0.85078534	0.958115183	0.816753927	0.534031414	0.570680628	0.712041885	0.761780105	0.769633508	0.853403141	0.793193717	0.795811518	0.594240838	0.568062827	0.609947644	0.607329843	0.814136126	0.821989529	0.921465969	0.803664921
Amoxicillin-Cefotaxime-PA14-rep1	0.13592233	0.521035599	0.870550162	0.873786408	0.909385113	1	1	1	0.330097087	0.433656958	0.773462783	0.964401294	1	1	1	0.899676375	0.317152104	0.491909385	0.763754045	0.873786408	1	1	1	0.834951456	0.375404531	0.57605178	0.844660194	0.938511327	1	1	0.974110032	0.867313916	0.28802589	0.478964401	0.689320388	0.851132686	0.893203883	0.932038835	1	0.944983819	0.333333333	0.485436893	0.611650485	0.72815534	0.974110032	0.899676375	0.935275081	0.860841424	0.326860841	0.514563107	0.673139159	0.789644013	0.867313916	0.906148867	0.932038835	0.867313916	0.346278317	0.498381877	0.644012945	0.844660194	0.951456311	0.822006472	0.990291262	0.8802589
Amoxicillin-Cefotaxime-ST_LT2-rep1	0.079113924	0.091772152	0.262658228	0.360759494	0.598101266	0.778481013	1	1	0.082278481	0.050632911	0.094936709	0.151898734	0.373417722	0.547468354	0.743670886	0.873417722	0.006329114	0	0.003164557	0	0.088607595	0.306962025	0.620253165	0.82278481	0	0	0	0	0	0.139240506	0.335443038	0.930379747	0	0	0	0	0	0	0.069620253	0.727848101	0	0	0	0	0	0	0	0.363924051	0	0	0	0	0	0	0	0.03164557	0	0	0	0	0	0	0	0
Amoxicillin-Cefotaxime-ST14028-rep1	0.040345821	0.158501441	0.345821326	0.645533141	0.899135447	0.988472622	1	1	0	0.054755043	0.146974063	0.253602305	0.593659942	0.864553314	0.985590778	0.930835735	0	0	0.005763689	0.025936599	0.13832853	0.585014409	0.968299712	0.945244957	0	0	0	0	0	0.103746398	0.524495677	0.899135447	0	0	0	0	0	0	0.181556196	0.864553314	0	0	0	0	0	0	0	0.472622478	0	0	0	0	0	0	0	0.077809798	0	0	0	0	0	0	0	0
Benzalkonium-Mecillinam-EC_BW-rep1	0	0	0	0	0.08616188	0.590078329	0.848563969	1	0	0	0	0	0.177545692	0.597911227	0.817232376	1	0	0	0	0	0.219321149	0.830287206	0.843342037	1	0	0	0	0.015665796	0.287206266	0.650130548	0.822454308	1	0	0	0	0	0.328981723	0.681462141	0.866840731	1	0	0	0.007832898	0.062663185	0.389033943	0.74151436	0.869451697	1	NA	0	0.023498695	0.11227154	0.493472585	0.621409922	0.845953003	0.890339426	0	0	0	0.026109661	0.135770235	0.365535248	0.404699739	0.216710183
Benzalkonium-Mecillinam-PA14-rep1	0.912587413	0.895104895	0.951048951	0.91958042	0.933566434	0.912587413	0.912587413	1	0.863636364	0.916083916	0.93006993	0.947552448	0.93006993	0.944055944	0.958041958	1	0.933566434	0.947552448	0.91958042	0.933566434	0.968531469	0.975524476	1	1	0.870629371	0.863636364	0.856643357	0.863636364	0.874125874	0.972027972	1	1	0.615384615	0.688811189	0.70979021	0.70979021	0.772727273	0.807692308	0.814685315	0.804195804	0.559440559	0.615384615	0.58041958	0.608391608	0.629370629	0.646853147	0.65034965	0.646853147	0.416083916	0.503496503	0.531468531	0.475524476	0.552447552	0.454545455	0.531468531	0.506993007	0.461538462	0.405594406	0.384615385	0.398601399	0.458041958	0.496503497	0.43006993	0.468531469
Benzalkonium-Mecillinam-ST14028-rep1	0	0	0	0	0.033232628	0.344410876	1	1	0	0	0	0	0	0.444108761	0.930513595	1	0	0	0	0	0	0.126888218	0.900302115	1	0	0	0	0	0	0.132930514	0.827794562	1	0	0	0	0	0	0.057401813	0.752265861	1	0	0	0	0	0	0	0.64652568	1	NA	0	0	0	0	0	0	0.377643505	0	0	0	0	0	0	0	0
Cefotaxime-Clarithromycin-EC_BW-rep1	0.101587302	0.085714286	0.165079365	0.292063492	0.450793651	0.561904762	0.834920635	1	0.082539683	0.057142857	0.038095238	0.177777778	0.333333333	0.501587302	0.777777778	1	0	0.019047619	0.006349206	0.066666667	0.187301587	0.406349206	0.650793651	0.879365079	0.082539683	0.015873016	0	0	0	0.104761905	0.577777778	0.698412698	0.057142857	0.019047619	0	0	0	0.00952381	0.104761905	0.511111111	0.104761905	0.047619048	0	0.012698413	0	0	0.038095238	0.168253968	0.107936508	0.073015873	0	0.012698413	0	0	0	0	0.079365079	0.092063492	0.076190476	0.050793651	0.022222222	0	0	0
Cefotaxime-Clarithromycin-EC_iAi1-rep1	0.026315789	0.084795322	0.216374269	0.365497076	0.532163743	0.769005848	0.906432749	1	0.020467836	0	0.011695906	0.114035088	0.201754386	0.377192982	0.514619883	0.786549708	0.029239766	0	0	0.020467836	0.020467836	0.014619883	0.020467836	0.570175439	0.005847953	0	0	0.023391813	0.032163743	0.023391813	0.01754386	0	0.035087719	0	0	0.023391813	0.046783626	0.029239766	0.011695906	0	0.038011696	0.011695906	0.014619883	0.01754386	0.067251462	0.038011696	0.01754386	0	0.035087719	0.032163743	0.038011696	0.026315789	0.081871345	0.061403509	0.035087719	0	0.011695906	0.038011696	0.029239766	0.076023392	0.067251462	0.049707602	0.035087719	0
Cefotaxime-Clarithromycin-PA01-rep1	0.174698795	0.234939759	0.304216867	0.31626506	0.490963855	0.662650602	0.864457831	1	0.012048193	0.018072289	0	0	0	0.168674699	0.424698795	0.912650602	0.012048193	0.003012048	0	0	0	0	0.084337349	0.325301205	0.012048193	0	0	0	0	0.027108434	0.03313253	0.075301205	0.009036145	0	NA	0	0	0	0	0	0.003012048	0.009036145	0	0	0	0	0	0	0.021084337	0	0.009036145	0	0	0	0	0	0	0	0.009036145	0	0	0	0	0
Cefotaxime-Clarithromycin-PA14-rep1	0.372013652	0.365187713	0.38225256	0.501706485	0.532423208	0.600682594	0.744027304	1	0.453924915	0.443686007	0.491467577	0.593856655	0.627986348	0.699658703	0.781569966	1	0.505119454	0.228668942	0.365187713	0.505119454	0.56996587	0.699658703	0.829351536	1	0.341296928	0.150170648	0.303754266	0.279863481	0.375426621	0.563139932	0.839590444	1	0.126279863	0.037542662	0.040955631	0.133105802	0.177474403	0.218430034	0.293515358	0.873720137	0.218430034	0.040955631	0.013651877	0.09556314	0.122866894	0.146757679	0.146757679	0.614334471	0.197952218	0.030716724	0.003412969	0	0.078498294	0.088737201	0.064846416	0.307167235	0	0	0.006825939	0.030716724	0.054607509	0.04778157	0.030716724	0.088737201
Cefotaxime-Clarithromycin-ST_LT2-rep1	0.04296875	0.06640625	0.109375	0.32421875	0.6015625	0.82421875	0.921875	1	0.05078125	0.07421875	0.0546875	0.2109375	0.43359375	0.6015625	0.765625	0.91796875	0.0625	0.08984375	0.06640625	0.1015625	0.15625	0.20703125	0.40625	0.6015625	0.05078125	0.078125	0.08203125	0.07421875	0.0078125	0.05859375	0.1484375	0.2734375	0.06640625	0.1015625	0.078125	0.07421875	0	0.04296875	0.03515625	0.13671875	0.07421875	0.125	0.11328125	0.06640625	0	0.0703125	0.1015625	0.078125	0.04296875	0.06640625	0.1171875	0.08984375	0.05859375	0.03125	0.109375	0.12109375	0.06640625	0.09375	0.11328125	0.09765625	0.11328125	0.0625	0.1171875	0.0625
